title,description,company_name,company_logo_url,location,salary_range,job_type,application_method,application_value,contact_email,contact_name,posted_by_member_id,is_member_post,status,payment_status,stripe_payment_intent_id,stripe_checkout_session_id,amount_paid,expiry_date,closing_date,featured,id,created_date,updated_date,created_by_id,created_by,is_sample,hours,posted_by_organization_id,posted_by_organization_name,attachment_urls,attachment_names
TEST Head of Careers and Employability,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Proin a cursus ex, eget vehicula nisi. Donec at ipsum augue. Sed gravida tortor in velit bibendum, mattis maximus diam facilisis. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Fusce ut velit magna. Maecenas ac tortor non sem dictum placerat at placerat justo. Cras aliquet, justo finibus tempor pretium, nulla leo luctus massa, eget laoreet purus est non est. Nunc sed nisl quis augue volutpat rhoncus. Sed vulputate, libero ut rhoncus lobortis, diam dui porta libero, at vehicula quam lorem vel mauris. Phasellus sit amet ligula malesuada nisi laoreet scelerisque. Donec id dapibus risus. Aliquam vel elit in sem volutpat pulvinar.

Curabitur magna eros, sagittis vitae libero in, varius rhoncus erat. Aliquam erat volutpat. Cras et elementum mauris, eget tristique arcu. Etiam pretium dui enim, vel egestas purus tincidunt vitae. Phasellus nec viverra mi, quis pulvinar nulla. Duis pretium vel libero consectetur tincidunt. Donec a magna eget nisi rutrum tincidunt. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae; Ut id hendrerit eros. Morbi consectetur faucibus orci sit amet cursus. Cras vestibulum pellentesque justo quis scelerisque. Sed non diam molestie, iaculis tellus vel, molestie dolor. Nullam sit amet gravida quam. Sed felis tortor, finibus vitae arcu sit amet, ultricies pellentesque nunc. Phasellus non libero gravida, bibendum urna eu, porta leo.

Nam commodo nunc ex, vitae accumsan odio egestas et. Suspendisse viverra tincidunt rutrum. Ut sodales ligula sit amet suscipit efficitur. Suspendisse consequat condimentum faucibus. In pretium rutrum elit sed feugiat. Nam sed arcu eget ipsum iaculis placerat eu sed nibh. Nam vitae tristique orci. Suspendisse consectetur elit eget efficitur egestas. Quisque eleifend dignissim lectus, ut convallis dui vulputate non. Sed sed vulputate lectus. Praesent varius malesuada nisl quis lacinia. Curabitur ac leo ante. Aliquam ornare nibh feugiat est tempus tincidunt.

Donec quis fringilla tellus, a imperdiet mauris. Vivamus neque tortor, egestas sed fermentum id, imperdiet et metus. Suspendisse et purus non libero gravida vehicula. Curabitur vulputate neque a congue mollis. Morbi suscipit dapibus enim, ut accumsan sapien vestibulum vehicula. Donec et interdum erat. Nam lorem erat, sollicitudin eu sodales sit amet, tincidunt sed quam. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae; Maecenas sit amet urna id justo venenatis interdum. Integer euismod aliquet quam. Praesent pellentesque tempor velit, id accumsan nibh tincidunt consectetur. Maecenas urna enim, elementum et molestie sit amet, dapibus eu eros. In vel cursus nisi. Curabitur nec justo placerat, rhoncus tellus vel, volutpat leo.

Aenean egestas, libero et tristique aliquet, magna sem dictum odio, non luctus ipsum diam vitae sapien. Mauris dapibus nibh id lobortis luctus. Duis molestie metus quam, a auctor dui bibendum eget. In hac habitasse platea dictumst. Etiam ante eros, vestibulum non dui sit amet, ultrices semper neque. Morbi lacinia risus quis lobortis finibus. Aliquam quis ipsum quis massa mattis lacinia imperdiet at odio. Duis cursus nulla ipsum, at blandit magna vestibulum sit amet.",AGCAS,https://base44.app/api/apps/68efc20f3e0a30fafad6dde7/files/public/68efc20f3e0a30fafad6dde7/c0f93403f_AGCAS-vertical-logo-cmyk__.jpg,Sheffield,,Full-time,url,https://www.theguardian.com/uk,eleanor.brierley@agcas.org.uk,Eleanor Brierley,68f7999d147f118cef90ac83,true,active,N/A,,,,,2026-01-30T23:59:59Z,false,69135301cc51c2a3a31ca1a9,2025-11-11T15:15:13.474000,2025-11-11T15:19:40.009000,service_9d076144-626b-48b5-85cf-5069ddbffdcd,service+9d076144-626b-48b5-85cf-5069ddbffdcd@no-reply.base44.com,false,Full-time,883813000001905029,,"[]","[]"
[Craig test] Careers advisor,{Test} Description for a fake job ,AGCAS,https://base44.app/api/apps/68efc20f3e0a30fafad6dde7/files/public/68efc20f3e0a30fafad6dde7/4c92635b4_CraigHeadshot3.jpeg,Remote,"£50,000-£55,000",Part-time,url,https://www.bing.com/ck/a?!&&p=10ac1abd4ca00b519f2515960d74e62920da02d25c44e693e01da9522983350cJmltdHM9MTc2MjgxOTIwMA&ptn=3&ver=2&hsh=4&fclid=1927f5bd-0625-6fba-1887-e06107306e55&psq=bbc+news&u=a1aHR0cHM6Ly93d3cuYmJjLmNvbS9uZXdz,craig.strachan@agcas.org.uk,Craig Strachan,68f8c987ffa0eb5b48290c20,true,active,N/A,,,,,2025-12-03T23:59:59Z,false,691356821312a0d0843de983,2025-11-11T15:30:10.991000,2025-11-11T15:34:31.391000,service_9d076144-626b-48b5-85cf-5069ddbffdcd,service+9d076144-626b-48b5-85cf-5069ddbffdcd@no-reply.base44.com,false,Flexible,883813000001905029,,"[""https://base44.app/api/apps/68efc20f3e0a30fafad6dde7/files/public/68efc20f3e0a30fafad6dde7/70dbd5b94_YGWNGraduatesWebinarFlyer2025.pdf""]","[""YGWN Graduates Webinar Flyer 2025.pdf""]"
[Craig 2nd test] Careers senior advisor,Description insert here,AGCAS,https://base44.app/api/apps/68efc20f3e0a30fafad6dde7/files/public/68efc20f3e0a30fafad6dde7/aaa26e874_CraigHeadshotfinal.jpg,Cardiff,"€88,000-€120,000",Part-time,url,https://www.bing.com/ck/a?!&&p=10ac1abd4ca00b519f2515960d74e62920da02d25c44e693e01da9522983350cJmltdHM9MTc2MjgxOTIwMA&ptn=3&ver=2&hsh=4&fclid=1927f5bd-0625-6fba-1887-e06107306e55&psq=bbc+news&u=a1aHR0cHM6Ly93d3cuYmJjLmNvbS9uZXdz,craig.strachan@agcas.org.uk,Craig Strachan,68f8c987ffa0eb5b48290c20,true,active,N/A,,,,,2025-12-06T23:59:59Z,false,6913597185a4821e0538c35a,2025-11-11T15:42:41.069000,2025-11-11T15:50:12.946000,service_9d076144-626b-48b5-85cf-5069ddbffdcd,service+9d076144-626b-48b5-85cf-5069ddbffdcd@no-reply.base44.com,false,Flexible,883813000001905029,,"[""https://base44.app/api/apps/68efc20f3e0a30fafad6dde7/files/public/68efc20f3e0a30fafad6dde7/0806e9d00_YGWNGraduatesWebinarFlyer2025.pdf""]","[""YGWN Graduates Webinar Flyer 2025.pdf""]"
Student Union Reception Desk,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed vel erat magna. Morbi faucibus dignissim ullamcorper. Duis imperdiet faucibus mauris, nec lobortis nisl iaculis et. Vestibulum ac nunc varius nulla bibendum ultricies. Fusce condimentum non sapien et dignissim. Fusce malesuada erat tellus, id tincidunt purus gravida nec. Suspendisse vel ornare ante. Etiam tempor metus nulla, a sollicitudin orci ornare sit amet. Vestibulum a diam rhoncus, ultrices urna ut, congue nunc. Morbi viverra, lacus vel ullamcorper interdum, ex lectus tincidunt ligula, ut iaculis mi tellus et leo. Pellentesque et lorem non nisi luctus ornare id at turpis. Aliquam varius quis justo a mattis. Aliquam erat volutpat.

Nulla in tellus augue. Suspendisse accumsan a lacus at egestas. Donec tincidunt, ipsum eu mattis sagittis, arcu nisi vestibulum magna, non cursus lectus eros sed lacus. Curabitur vitae ante massa. Nunc dapibus nibh non massa mattis, accumsan vestibulum lectus tempus. Duis auctor eros odio, et maximus turpis consectetur non. Etiam augue nunc, dictum sit amet diam dignissim, porttitor dictum velit. Donec vulputate ligula sit amet ultricies mattis.

Aenean bibendum pellentesque ullamcorper. Mauris vestibulum tristique elit vitae sagittis. Vivamus viverra imperdiet turpis ac fermentum. Donec nec neque nibh. In cursus nisl lorem, sed pulvinar urna condimentum at. Pellentesque luctus risus eget quam pellentesque pharetra. Aliquam sed ante sed ipsum tincidunt consectetur. Phasellus rhoncus nulla purus, quis auctor arcu ultrices porttitor. Donec eu metus nibh. Phasellus eget risus vitae neque ultricies consequat aliquam ac lorem.

Vestibulum in rutrum tellus. Suspendisse pharetra eget lacus vel vulputate. Mauris consequat magna ut commodo faucibus. Donec ex urna, mattis quis nibh vitae, semper mattis ipsum. Vivamus suscipit efficitur cursus. Proin cursus justo quis turpis vulputate ultrices. Etiam sit amet tellus non tortor mollis volutpat ac eleifend eros.

Aliquam et magna ex. Suspendisse potenti. Aliquam id auctor ipsum. Vestibulum ac purus eget elit ultrices laoreet. Phasellus rutrum molestie odio id elementum. Sed ac orci purus. Nam tincidunt, elit nec lobortis elementum, magna nulla fringilla libero, ac pulvinar enim magna elementum lacus. Nullam rhoncus imperdiet risus, sed ultrices nibh dictum non. Pellentesque arcu ligula, dictum at ex at, blandit dignissim massa. In interdum vitae tortor non laoreet. Ut placerat molestie ante, et accumsan risus gravida eu. Phasellus tincidunt ex a ligula condimentum, ut convallis neque posuere. In ultrices, ipsum ac scelerisque sollicitudin, tortor metus vulputate lorem, nec ullamcorper lacus libero ac eros.",AGCAS,,Manchester,$15000-20000,Full-time,url,https://www.bbc.co.uk/news,eleanor.brierley@agcas.org.uk,Eleanor Brierley,68f7999d147f118cef90ac83,true,rejected,N/A,,,,,2026-01-11T23:59:59Z,false,69135c01c12abf401860296e,2025-11-11T15:53:37.515000,2025-11-11T15:54:17.114000,service_9d076144-626b-48b5-85cf-5069ddbffdcd,service+9d076144-626b-48b5-85cf-5069ddbffdcd@no-reply.base44.com,false,Full-time,883813000001905029,,"[]","[]"
[Craig test 3] Senior senior careers advisor,DescriptionDescriptionDescriptionDescriptionDescriptionDescriptionDescriptionDescriptionDescriptionDescriptionDescriptionDescriptionDescriptionDescriptionDescriptionDescriptionDescriptionDescriptionDescriptionDescriptionDescriptionDescriptionDescriptionDescriptionDescriptionDescriptionDescriptionDescriptionDescriptionDescriptionDescriptionDescriptionDescriptionDescriptionDescriptionDescriptionDescriptionDescriptionDescriptionDescriptionDescriptionDescriptionDescriptionDescriptionDescriptionDescriptionDescriptionDescriptionDescriptionDescriptionDescriptionDescriptionDescriptionDescriptionDescriptionDescriptionDescriptionDescriptionDescriptionDescriptionDescriptionDescriptionDescriptionDescriptionDescriptionDescriptionDescriptionDescriptionDescriptionDescriptionDescriptionDescriptionDescriptionDescriptionDescriptionDescriptionDescriptionDescriptionDescriptionDescriptionDescriptionDescriptionDescriptionDescriptionDescriptionDescriptionDescriptionDescription,AGCAS,https://base44.app/api/apps/68efc20f3e0a30fafad6dde7/files/public/68efc20f3e0a30fafad6dde7/eddbe005c_Westminster.jpg,Westminster,"£100,000-£120,000",Full-time,url,https://www.bing.com/ck/a?!&&p=10ac1abd4ca00b519f2515960d74e62920da02d25c44e693e01da9522983350cJmltdHM9MTc2MjgxOTIwMA&ptn=3&ver=2&hsh=4&fclid=1927f5bd-0625-6fba-1887-e06107306e55&psq=bbc+news&u=a1aHR0cHM6Ly93d3cuYmJjLmNvbS9uZXdz,craig.strachan@agcas.org.uk,Craig Strachan,68f8c987ffa0eb5b48290c20,true,active,N/A,,,,,2025-12-05T23:59:59Z,false,69135c48acd69667d9d3fd36,2025-11-11T15:54:48.334000,2025-11-11T15:57:13.638000,service_9d076144-626b-48b5-85cf-5069ddbffdcd,service+9d076144-626b-48b5-85cf-5069ddbffdcd@no-reply.base44.com,false,Full-time,883813000001905029,,"[]","[]"
sdsds,sdsdsd,sdsdsds,,sdsdsds,,Full-time,email,mat@isaasi.co.uk,mat@isaasi.co.uk,mat,,false,pending_payment,pending,,cs_live_a17GmykNNGxaLiYtl4ufb4BzZ4rIIYNWu824bPDawrZOdnpgyZ01z9JNCC,50,2026-02-10T13:50:28.725Z,2025-11-14T23:59:59Z,false,691490a430815bed285b5a2d,2025-11-12T13:50:28.827000,2025-11-12T13:50:29.778000,service_9d076144-626b-48b5-85cf-5069ddbffdcd,service+9d076144-626b-48b5-85cf-5069ddbffdcd@no-reply.base44.com,false,Full-time,,,"[]","[]"
sdsd,sdsd,sdsd,,sdsds,,Full-time,email,mat@isaasi.co.uk,mat@isaasi.co.uk,mat,,false,pending_payment,pending,,cs_live_a116dIJDNoA1geqSmISQQOZ9AyhIq927K06FgAaEDwejWwSkOgMhgNftFb,50,2026-02-10T13:59:23.170Z,2025-11-14T23:59:59Z,false,691492bb62a49eb88b9fb4b8,2025-11-12T13:59:23.275000,2025-11-12T13:59:23.891000,service_9d076144-626b-48b5-85cf-5069ddbffdcd,service+9d076144-626b-48b5-85cf-5069ddbffdcd@no-reply.base44.com,false,Full-time,,,"[]","[]"
ts,sdsds,Abertay University,,sdsdsds,,Full-time,email,mat@isaasi.co.uk,mat@isaasi.co.uk,Mat Henderson,68f26c073c795ca5818bfcd7,true,pending_approval,N/A,,,,,2025-11-15T23:59:59Z,false,691494ce2be4d46ad1ffd8ee,2025-11-12T14:08:14.060000,2025-11-12T14:08:14.060000,service_9d076144-626b-48b5-85cf-5069ddbffdcd,service+9d076144-626b-48b5-85cf-5069ddbffdcd@no-reply.base44.com,false,Full-time,883813000001519844,,"[]","[]"
test,ress,test,,test,,Full-time,email,mat@isaasi.co.uk,mat@isaasi.co.uk,mat,,false,pending_payment,pending,,cs_live_a1Wvbdg5aSnpKY9s9rUFVQNpOtIL4HpUXps84qOHobzuULXVAbm4u3aP1k,50,2026-02-10T14:09:49.832Z,2025-11-14T23:59:59Z,false,6914952d0b6d74a7261b8e03,2025-11-12T14:09:49.939000,2025-11-12T14:09:50.587000,service_9d076144-626b-48b5-85cf-5069ddbffdcd,service+9d076144-626b-48b5-85cf-5069ddbffdcd@no-reply.base44.com,false,Full-time,,,"[]","[]"
erer,rerer,erer,,erer,,Full-time,email,info@isaasi.co.uk,info@isaasi.co.uk,mat,,false,pending_payment,pending,,cs_live_a1kvu83TifAgLenV372N5Rz94qmBcTDXJgF8ahtlrBQVQnV5T4iQbAw4wA,50,2026-02-10T14:13:19.961Z,2025-11-16T23:59:59Z,false,69149600ed93061844fb507a,2025-11-12T14:13:20.065000,2025-11-12T14:13:20.632000,service_9d076144-626b-48b5-85cf-5069ddbffdcd,service+9d076144-626b-48b5-85cf-5069ddbffdcd@no-reply.base44.com,false,Full-time,,,"[]","[]"
sdsd,sdsd,sds,,sdsdsd,,Full-time,email,info@isaasi.co.uk,info@isaasi.co.uk,Mat,,false,pending_payment,pending,,cs_live_a148hD37UXR3ItQhqWZ9g4zq3cN6nAyCaWzgTW7Gqs5EYdqvnQCMJcKa1r,50,2026-02-10T14:19:34.859Z,2025-11-28T23:59:59Z,false,6914977674140a1909fe12b1,2025-11-12T14:19:34.985000,2025-11-12T14:19:35.571000,service_9d076144-626b-48b5-85cf-5069ddbffdcd,service+9d076144-626b-48b5-85cf-5069ddbffdcd@no-reply.base44.com,false,Full-time,,,"[]","[]"
TEST,sdsd,test,,TEST,,Contract,email,mat@isaasi.co.uk,mat@isaasi.co.uk,mat,,false,pending_payment,pending,,cs_live_a1enL7Ng3plnk0YxvlYkxDDXSORs9NLsJqvPRxLEPLlFwnXccyP5vE5eku,50,2026-02-10T14:28:04.498Z,2025-11-22T23:59:59Z,false,6914997430815bed285b71dd,2025-11-12T14:28:04.604000,2025-11-12T14:28:05.269000,service_9d076144-626b-48b5-85cf-5069ddbffdcd,service+9d076144-626b-48b5-85cf-5069ddbffdcd@no-reply.base44.com,false,Flexible,,,"[]","[]"
